destination,country,continent,city,place_name,place_variant,avg cost (usd/day),avg_temp_year,hiking_score,beach_score,nightlife_score,culture_score,food_score,adventure_score,nature_score,safety_score,accommodation_type,terrain_type,travel_style
Egypt,Egypt,Africa,Dahab,Slow Coastal Stay,day-trip zone,134.51,23.3,5.0,8.0,4.0,4.0,7.0,3.0,7.0,6.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Whistler,Ski Resorts,local experience,283.91,5.8,5.0,6.0,6.0,5.0,7.0,6.0,8.0,9.0,Resort/Apartment,Coastal,Luxury
Egypt,Egypt,Africa,Dahab,Slow Coastal Stay,day-trip zone,121.77,22.1,4.0,8.0,5.0,,7.0,,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Mar del Plata,Family Beaches,local experience,145.36,13.0,5.0,8.0,4.0,7.0,7.0,5.0,6.0,8.0,Standard Hotel,Coastal,Family
Japan,Japan,Asia,Okinawa,Island Beaches,main area,108.54,15.8,5.0,10.0,5.0,,,7.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Bariloche,Lake Resorts,day-trip zone,237.56,14.1,4.0,8.0,8.0,6.0,8.0,7.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Tigre,Delta Boat Escapes,local experience,144.66,15.0,4.0,9.0,5.0,4.0,7.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
France,France,Europe,Toulouse,Budget Food and Culture,nearby district,97.93,13.2,4.0,5.0,5.0,6.0,8.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Australia,Australia,Oceania,Blue Mountains,Hiking Lookouts,nearby district,160.84,22.7,8.0,6.0,,5.0,7.0,8.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Brazil,Brazil,South America,Foz do Iguacu,Iguazu Falls Trails,main area,107.8,25.0,8.0,4.0,4.0,5.0,8.0,9.0,8.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Pai,Backpacker Town,day-trip zone,96.74,26.8,5.0,4.0,5.0,7.0,6.0,6.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
India,India,Asia,Kerala,Luxury Backwater Resorts,local experience,222.64,22.7,6.0,7.0,7.0,5.0,9.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Egypt,Egypt,Africa,Luxor,Temple Tours,day-trip zone,128.69,25.1,6.0,5.0,4.0,8.0,7.0,7.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
Canada,Canada,North America,Montreal,Arts and Food,nearby district,175.15,6.2,4.0,3.0,6.0,8.0,9.0,4.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Lyon,Hostel Neighborhoods,local experience,83.74,12.2,5.0,4.0,6.0,6.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Mexico,Mexico,North America,Riviera Maya,Family Resorts,main area,157.4,19.0,6.0,6.0,3.0,7.0,8.0,6.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Tuscany,Countryside Stay,nearby district,196.3,18.0,5.0,9.0,6.0,4.0,8.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Oaxaca,Budget Food Stay,main area,89.92,20.5,5.0,7.0,6.0,6.0,7.0,6.0,,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Greece,Greece,Europe,Naxos,Budget Island Stay,nearby district,101.57,15.3,6.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,Guesthouse/Hostel,Coastal,Budget
Greece,Greece,Europe,Santorini,Cliffside Hotels,main area,329.65,17.2,3.0,8.0,7.0,5.0,8.0,,5.0,9.0,Resort/Apartment,Coastal,Luxury
Morocco,Morocco,Africa,Essaouira,Affordable Coast,local experience,89.86,18.5,6.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,Guesthouse/Hostel,Coastal,Budget
Thailand,Thailand,Asia,Chiang Mai,Budget Guesthouses,main area,66.93,27.4,5.0,5.0,6.0,8.0,7.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Lake Garda,Family Parks,local experience,193.64,12.3,7.0,7.0,4.0,6.0,6.0,7.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Japan,Japan,Asia,Nara,Deer Park,day-trip zone,117.44,14.9,8.0,7.0,3.0,7.0,7.0,5.0,8.0,10.0,Standard Hotel,Mountain-Nature,Family
France,France,Europe,Lyon,Hostel Neighborhoods,local experience,66.07,16.6,5.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Bologna,Student City,nearby district,117.63,16.2,5.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Egypt,Egypt,Africa,Cairo,Pyramids Family Tours,main area,130.66,23.2,5.0,7.0,2.0,6.0,7.0,6.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Greece,Greece,Europe,Athens,Acropolis and Plaka,main area,196.94,24.5,4.0,3.0,5.0,9.0,9.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Salvador,Affordable Historic Stay,nearby district,70.91,24.0,5.0,4.0,6.0,8.0,7.0,6.0,6.0,5.0,Guesthouse/Hostel,Urban-Heritage,Budget
Germany,Germany,Europe,Munich,Bavarian Culture,nearby district,133.26,11.3,4.0,4.0,8.0,9.0,8.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,New York City,Museums and Broadway,main area,157.46,12.5,4.0,4.0,7.0,9.0,10.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Greece,Greece,Europe,Naxos,Calm Family Coast,local experience,181.07,20.1,6.0,8.0,3.0,6.0,7.0,5.0,7.0,9.0,Standard Hotel,Coastal,Family
Morocco,Morocco,Africa,Marrakech,Medina and Souks,main area,135.8,24.6,3.0,4.0,6.0,,7.0,4.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Canada,Canada,North America,Montreal,Student Hostels,main area,109.35,6.2,5.0,3.0,6.0,7.0,8.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Morocco,Morocco,Africa,Agadir,Family Beach Resorts,nearby district,148.71,22.2,5.0,8.0,3.0,7.0,7.0,6.0,8.0,9.0,Standard Hotel,Coastal,Family
Brazil,Brazil,South America,Salvador,Pelourinho Historic Center,main area,110.6,22.8,3.0,3.0,6.0,10.0,9.0,5.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Berchtesgaden,Alpine Lakes,local experience,97.92,11.0,9.0,4.0,4.0,7.0,6.0,10.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Riviera Maya,Family Resorts,main area,151.92,24.3,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
New Zealand,New Zealand,Oceania,Dunedin,Heritage Quarter,local experience,122.82,16.3,2.0,4.0,6.0,8.0,9.0,5.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
Thailand,Thailand,Asia,Pai,Backpacker Town,day-trip zone,82.79,27.7,6.0,5.0,6.0,5.0,8.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
India,India,Asia,Kerala,Luxury Backwater Resorts,local experience,221.33,28.3,4.0,8.0,7.0,7.0,9.0,5.0,7.0,6.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Rotorua,Premium Spa Lodges,local experience,257.66,9.6,3.0,8.0,8.0,7.0,9.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
India,India,Asia,Jaipur,Palace Visits,day-trip zone,122.31,23.8,7.0,8.0,3.0,8.0,6.0,6.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
India,India,Asia,Rishikesh,Yoga Retreats,day-trip zone,117.24,29.8,,9.0,5.0,5.0,8.0,5.0,8.0,6.0,Resort/Apartment,Mountain-Nature,Relaxation
Thailand,Thailand,Asia,Phuket,Beach Resorts,main area,139.81,28.3,4.0,9.0,5.0,6.0,8.0,4.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
Egypt,Egypt,Africa,Luxor,Budget Nile Hotels,day-trip zone,78.44,25.2,6.0,,6.0,5.0,8.0,6.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Peru,Peru,South America,Cusco,Boutique Heritage Hotels,day-trip zone,198.25,14.3,4.0,8.0,7.0,8.0,8.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Buzios,Beach Town,nearby district,98.53,26.5,5.0,10.0,5.0,6.0,7.0,5.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
Vietnam,Vietnam,Asia,Da Nang,Budget Beach Stay,day-trip zone,77.51,28.0,,8.0,5.0,7.0,7.0,5.0,7.0,8.0,Guesthouse/Hostel,Coastal,Budget
China,China,Asia,Guilin,River Family Tours,local experience,206.01,16.9,4.0,7.0,4.0,7.0,8.0,7.0,7.0,9.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Da Nang,Family Beaches,main area,148.09,24.1,5.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,Standard Hotel,Coastal,Family
Germany,Germany,Europe,Hamburg,Budget Harbor Stay,day-trip zone,74.8,11.4,3.0,5.0,6.0,8.0,8.0,5.0,7.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Vietnam,Vietnam,Asia,Hanoi,Budget Street Food,main area,105.38,28.2,6.0,5.0,6.0,5.0,8.0,6.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Marbella,Luxury Resorts,main area,275.53,19.4,5.0,7.0,8.0,7.0,9.0,,8.0,8.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Salvador,Affordable Historic Stay,nearby district,57.72,24.0,5.0,5.0,6.0,8.0,9.0,5.0,7.0,5.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Kunming,Affordable City Base,local experience,110.13,13.5,6.0,4.0,6.0,8.0,7.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Cinque Terre,Coastal Trails,day-trip zone,172.61,12.1,9.0,8.0,4.0,6.0,5.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Sacred Valley,Luxury Lodges,main area,207.39,17.3,5.0,6.0,7.0,7.0,6.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Mombasa,Old Town,day-trip zone,139.02,24.3,3.0,3.0,6.0,9.0,8.0,4.0,5.0,5.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,New Orleans,Music and Food,day-trip zone,141.2,16.4,3.0,3.0,5.0,7.0,8.0,4.0,6.0,6.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,Yellowstone,Family Nature Trip,local experience,165.67,12.8,6.0,7.0,4.0,7.0,7.0,6.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
Egypt,Egypt,Africa,Cairo,Pyramids Family Tours,main area,135.06,26.2,5.0,7.0,2.0,6.0,7.0,7.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
India,India,Asia,Jaipur,Heritage Palaces,nearby district,212.66,25.4,,6.0,6.0,8.0,9.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Kisumu,Affordable Lakeside,local experience,80.12,18.6,5.0,5.0,7.0,5.0,7.0,5.0,7.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Canada,Canada,North America,Vancouver Island,Quiet Coastal Stay,main area,164.39,6.0,5.0,9.0,4.0,6.0,7.0,4.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
Brazil,Brazil,South America,Amazonas,Amazon Jungle Lodges,day-trip zone,95.31,25.9,9.0,4.0,3.0,7.0,7.0,8.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Argentina,Argentina,South America,Mar del Plata,Family Beaches,local experience,138.48,17.1,6.0,8.0,2.0,5.0,7.0,6.0,6.0,8.0,Standard Hotel,Coastal,Family
Spain,Spain,Europe,Pyrenees,Mountain Trails,main area,148.01,18.4,9.0,4.0,5.0,5.0,6.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Italy,Italy,Europe,Venice,Boat Rides,nearby district,193.82,15.4,5.0,6.0,4.0,5.0,7.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Japan,Japan,Asia,Kyoto,Zen Gardens,day-trip zone,117.46,14.0,2.0,8.0,5.0,5.0,9.0,5.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
Egypt,Egypt,Africa,Dahab,Slow Coastal Stay,day-trip zone,138.11,20.9,4.0,10.0,7.0,4.0,7.0,5.0,,6.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Vancouver Island,Quiet Coastal Stay,main area,171.97,9.5,5.0,9.0,5.0,6.0,7.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Brazil,Brazil,South America,Ouro Preto,Colonial Heritage,day-trip zone,120.78,25.2,3.0,5.0,6.0,9.0,9.0,4.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Canary Islands,Year-round Sun,local experience,179.1,24.3,4.0,8.0,3.0,5.0,7.0,4.0,,8.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Buenos Aires,San Telmo Historic Quarter,main area,128.44,19.8,6.0,3.0,5.0,8.0,8.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Mexico,Mexico,North America,Merida,Safe Heritage Base,day-trip zone,165.41,22.3,,7.0,5.0,8.0,8.0,3.0,7.0,,Standard Hotel,Urban-Heritage,Family
Kenya,Kenya,Africa,Kisumu,Affordable Lakeside,local experience,91.78,22.5,5.0,4.0,5.0,6.0,7.0,4.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Peru,Peru,South America,Cusco,Inca Heritage,main area,123.74,15.9,3.0,3.0,4.0,9.0,7.0,3.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,Utah,National Park Road Trip,main area,126.58,15.5,10.0,5.0,4.0,5.0,7.0,7.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Dades Valley,Canyon Routes,day-trip zone,136.12,20.8,8.0,5.0,3.0,5.0,,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Riviera Maya,Family Resorts,main area,165.84,24.8,5.0,7.0,4.0,8.0,7.0,5.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Rome,Ancient Monuments,main area,173.44,17.3,4.0,3.0,,10.0,9.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Bordeaux,Wine Country,local experience,131.31,17.4,4.0,9.0,4.0,5.0,6.0,4.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Japan,Japan,Asia,Okinawa,Diving Islands,local experience,119.43,13.8,8.0,8.0,3.0,4.0,7.0,10.0,10.0,8.0,Guesthouse/Hostel,Coastal,Adventure
Spain,Spain,Europe,Madrid,Hostel Neighborhoods,local experience,108.05,13.9,5.0,5.0,7.0,6.0,9.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Phuket,Beach Resorts,main area,131.36,26.9,6.0,9.0,6.0,6.0,9.0,3.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Brazil,Brazil,South America,Rio de Janeiro,Budget Beach Neighborhoods,local experience,73.37,24.4,5.0,8.0,5.0,6.0,7.0,6.0,6.0,7.0,Guesthouse/Hostel,Coastal,Budget
Canada,Canada,North America,Toronto,Zoo and Museums,main area,182.49,,5.0,5.0,4.0,8.0,7.0,6.0,7.0,9.0,Standard Hotel,Urban-Heritage,Family
Brazil,Brazil,South America,Sao Paulo,Fine Dining Hotels,day-trip zone,189.63,26.0,5.0,5.0,7.0,7.0,10.0,6.0,,6.0,Resort/Apartment,Coastal,Luxury
Greece,Greece,Europe,Mykonos,Beach Clubs,nearby district,187.17,16.6,3.0,8.0,5.0,5.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Spain,Spain,Europe,Madrid,Hostel Neighborhoods,local experience,92.48,15.6,6.0,5.0,5.0,7.0,7.0,5.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Lake Como,Lakeside Retreat,local experience,173.96,18.2,4.0,6.0,3.0,4.0,7.0,5.0,7.0,9.0,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Agra,Monument Family Tours,main area,128.94,23.4,5.0,5.0,4.0,8.0,7.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Durban,Indian Ocean Culture,local experience,164.38,16.5,3.0,8.0,7.0,10.0,8.0,5.0,6.0,5.0,Standard Hotel,Coastal,Culture
Egypt,Egypt,Africa,Marsa Alam,Resort Coast,local experience,227.86,23.6,4.0,8.0,7.0,6.0,8.0,3.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Provence,Lavender Villages,nearby district,123.29,11.7,4.0,8.0,6.0,6.0,7.0,5.0,7.0,,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Kerala,Luxury Backwater Resorts,local experience,217.87,27.3,5.0,8.0,5.0,8.0,9.0,7.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
China,China,Asia,Hangzhou,West Lake,nearby district,177.87,17.9,5.0,8.0,6.0,5.0,7.0,4.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Germany,Germany,Europe,Black Forest,Forest Hikes,nearby district,118.04,9.4,8.0,5.0,4.0,6.0,9.0,7.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
France,France,Europe,Toulouse,Budget Food and Culture,nearby district,98.11,11.1,5.0,6.0,5.0,7.0,7.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Germany,Germany,Europe,Munich,Bavarian Culture,nearby district,124.84,10.6,4.0,5.0,6.0,9.0,9.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Australia,Australia,Oceania,Adelaide,Affordable City Break,day-trip zone,100.47,23.7,5.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Kenya,Kenya,Africa,Maasai Mara,Family Safari,nearby district,169.24,18.5,4.0,,5.0,7.0,7.0,5.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Johannesburg,Apartheid Museum,nearby district,158.36,14.9,4.0,4.0,5.0,9.0,7.0,4.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
Morocco,Morocco,Africa,Agadir,Family Beach Resorts,nearby district,140.53,19.4,5.0,8.0,4.0,6.0,7.0,,7.0,8.0,Standard Hotel,Coastal,Family
Spain,Spain,Europe,Valencia,Science City,nearby district,166.21,17.2,7.0,7.0,,8.0,7.0,7.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
India,India,Asia,Agra,Monument Family Tours,main area,127.4,25.7,6.0,7.0,3.0,8.0,7.0,6.0,8.0,7.0,Standard Hotel,Urban-Heritage,Family
Greece,Greece,Europe,Mykonos,Beach Clubs,nearby district,197.39,17.3,5.0,10.0,5.0,6.0,7.0,3.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Hell’s Gate,Cycling and Cliffs,day-trip zone,106.83,22.7,8.0,5.0,5.0,4.0,6.0,9.0,7.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Greece,Greece,Europe,Athens,Hostel Center,local experience,105.14,19.4,4.0,5.0,6.0,6.0,8.0,6.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Beijing,Forbidden City,main area,171.6,11.6,4.0,3.0,6.0,10.0,7.0,4.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
Argentina,Argentina,South America,Mar del Plata,Family Beaches,local experience,148.69,11.2,6.0,8.0,3.0,7.0,6.0,6.0,6.0,7.0,Standard Hotel,Coastal,Family
Canada,Canada,North America,Vancouver Island,Coastal Trails,local experience,145.31,7.4,9.0,8.0,5.0,7.0,8.0,9.0,10.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Vietnam,Vietnam,Asia,Da Nang,Luxury Beach Hotels,nearby district,244.27,23.1,4.0,8.0,6.0,8.0,9.0,5.0,5.0,7.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Cusco,Inca Heritage,main area,117.1,12.9,4.0,5.0,7.0,8.0,7.0,4.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Jaipur,Budget Heritage Hostels,main area,79.11,22.9,5.0,6.0,7.0,8.0,8.0,4.0,6.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Argentina,Argentina,South America,Villa La Angostura,Lakeside Retreat,nearby district,128.39,20.5,3.0,7.0,6.0,6.0,6.0,4.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Copper Canyon,Rail and Hikes,nearby district,137.19,19.0,9.0,4.0,3.0,5.0,7.0,9.0,10.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Greece,Greece,Europe,Rhodes,Island Beaches,local experience,192.43,18.0,5.0,8.0,5.0,5.0,9.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Jaipur,Budget Heritage Hostels,main area,80.02,24.9,6.0,6.0,4.0,8.0,6.0,4.0,6.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Morocco,Morocco,Africa,Marrakech,Riad Spa Stay,local experience,146.04,21.7,4.0,8.0,4.0,6.0,6.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Hell’s Gate,Cycling and Cliffs,day-trip zone,153.61,19.6,8.0,6.0,5.0,5.0,7.0,9.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Greece,Greece,Europe,Santorini,Cliffside Hotels,main area,311.42,21.6,4.0,8.0,7.0,7.0,9.0,3.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,Utah,National Park Road Trip,main area,144.9,17.1,8.0,5.0,2.0,6.0,6.0,8.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Nagoya,Affordable Base,day-trip zone,85.14,17.1,5.0,6.0,6.0,5.0,8.0,6.0,8.0,10.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Queenstown,Lake Activities,day-trip zone,175.3,15.2,6.0,7.0,4.0,7.0,7.0,6.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Ho Chi Minh City,High-end Hotels,local experience,228.1,26.3,5.0,7.0,7.0,8.0,9.0,3.0,8.0,8.0,Resort/Apartment,Coastal,Luxury
Morocco,Morocco,Africa,Rabat,Historic Capital,day-trip zone,164.27,23.4,4.0,2.0,5.0,10.0,9.0,1.0,6.0,9.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Jaipur,Palace Visits,day-trip zone,132.02,28.6,4.0,7.0,4.0,8.0,6.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Germany,Germany,Europe,Hamburg,Budget Harbor Stay,day-trip zone,75.05,7.2,7.0,5.0,6.0,7.0,7.0,6.0,5.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Bay of Islands,Luxury Lodges,nearby district,259.08,8.7,4.0,8.0,8.0,7.0,9.0,6.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Mexico,Mexico,North America,Copper Canyon,Rail and Hikes,nearby district,151.33,20.3,8.0,3.0,4.0,5.0,5.0,9.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Niseko,Ski Resorts,local experience,201.34,18.3,5.0,8.0,6.0,8.0,8.0,6.0,8.0,10.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,San Antonio,Affordable Heritage,local experience,87.08,14.7,5.0,5.0,6.0,8.0,7.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
France,France,Europe,Lyon,Old Town and Food,day-trip zone,120.82,16.5,5.0,3.0,6.0,8.0,9.0,4.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Jaipur,Palace Visits,day-trip zone,140.38,29.4,5.0,7.0,4.0,8.0,8.0,5.0,8.0,7.0,Standard Hotel,Urban-Heritage,Family
Morocco,Morocco,Africa,Rabat,Historic Capital,day-trip zone,136.21,22.8,4.0,4.0,6.0,9.0,9.0,3.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Rio de Janeiro,Copacabana Luxury Hotels,main area,200.37,27.4,4.0,7.0,6.0,6.0,9.0,5.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Rio de Janeiro,Budget Beach Neighborhoods,local experience,69.35,25.8,5.0,8.0,7.0,7.0,6.0,6.0,4.0,5.0,Guesthouse/Hostel,Coastal,Budget
Japan,Japan,Asia,Okinawa,Island Beaches,main area,120.21,19.9,4.0,8.0,7.0,6.0,7.0,5.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
Vietnam,Vietnam,Asia,Ha Giang,Mountain Loop,nearby district,140.01,23.1,8.0,4.0,4.0,6.0,7.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Vietnam,Vietnam,Asia,Ho Chi Minh City,War History and Markets,local experience,146.23,29.4,4.0,3.0,6.0,10.0,8.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Mexico,Mexico,North America,Tulum,Caribbean Beaches,main area,148.99,19.4,4.0,9.0,5.0,5.0,6.0,6.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Puerto Vallarta,High-end Coast,local experience,265.88,24.5,7.0,8.0,7.0,7.0,8.0,5.0,6.0,5.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Watamu,Quiet Beaches,nearby district,149.31,21.4,3.0,8.0,5.0,4.0,6.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Kruger,Private Safari Lodges,nearby district,274.0,19.9,5.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,Resort/Apartment,Coastal,Luxury
Morocco,Morocco,Africa,Marrakech,Riad Spa Stay,local experience,129.82,27.1,4.0,9.0,4.0,6.0,6.0,5.0,7.0,9.0,Resort/Apartment,Coastal,Relaxation
Brazil,Brazil,South America,Salvador,Affordable Historic Stay,nearby district,69.88,24.0,4.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,Arizona,Grand Canyon,day-trip zone,142.06,9.4,9.0,5.0,4.0,4.0,6.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
